number,name,primary_type,secondary_type,total,hp,attack,defense,sp_atk,sp_def,speed,image_url
0641,Tornadus,Flying,none,580,79,100,80,110,90,121,https://img.pokemondb.net/artwork/tornadus-incarnate.jpg
0642,Thundurus,Electric,Flying,580,79,115,70,125,80,111,https://img.pokemondb.net/artwork/thundurus-incarnate.jpg
0642,Thundurus,Electric,Flying,580,79,105,70,145,80,101,https://img.pokemondb.net/artwork/thundurus-incarnate.jpg
0643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,https://img.pokemondb.net/artwork/reshiram.jpg
0644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,https://img.pokemondb.net/artwork/zekrom.jpg
0645,Landorus,Ground,Flying,600,89,125,90,115,80,101,https://img.pokemondb.net/artwork/landorus-incarnate.jpg
0645,Landorus,Ground,Flying,600,89,145,90,105,80,91,https://img.pokemondb.net/artwork/landorus-incarnate.jpg
0646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,https://img.pokemondb.net/artwork/kyurem.jpg
0646,Kyurem,Dragon,Ice,700,125,120,90,170,100,95,https://img.pokemondb.net/artwork/kyurem.jpg
0646,Kyurem,Dragon,Ice,700,125,170,100,120,90,95,https://img.pokemondb.net/artwork/kyurem.jpg
0647,Keldeo,Water,Fighting,580,91,72,90,129,90,108,https://img.pokemondb.net/artwork/keldeo-ordinary.jpg
0647,Keldeo,Water,Fighting,580,91,72,90,129,90,108,https://img.pokemondb.net/artwork/keldeo-ordinary.jpg
0648,Meloetta,Normal,Psychic,600,100,77,77,128,128,90,https://img.pokemondb.net/artwork/meloetta-aria.jpg
0648,Meloetta,Normal,Fighting,600,100,128,90,77,77,128,https://img.pokemondb.net/artwork/meloetta-aria.jpg
0649,Genesect,Bug,Steel,600,71,120,95,120,95,99,https://img.pokemondb.net/artwork/genesect.jpg
0650,Chespin,Grass,none,313,56,61,65,48,45,38,https://img.pokemondb.net/artwork/chespin.jpg
0651,Quilladin,Grass,none,405,61,78,95,56,58,57,https://img.pokemondb.net/artwork/quilladin.jpg
0652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,https://img.pokemondb.net/artwork/chesnaught.jpg
0653,Fennekin,Fire,none,307,40,45,40,62,60,60,https://img.pokemondb.net/artwork/fennekin.jpg
0654,Braixen,Fire,none,409,59,59,58,90,70,73,https://img.pokemondb.net/artwork/braixen.jpg
0655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,https://img.pokemondb.net/artwork/delphox.jpg
0656,Froakie,Water,none,314,41,56,40,62,44,71,https://img.pokemondb.net/artwork/froakie.jpg
0657,Frogadier,Water,none,405,54,63,52,83,56,97,https://img.pokemondb.net/artwork/frogadier.jpg
0658,Greninja,Water,Dark,530,72,95,67,103,71,122,https://img.pokemondb.net/artwork/greninja.jpg
0658,Greninja,Water,Dark,640,72,145,67,153,71,132,https://img.pokemondb.net/artwork/greninja.jpg
0659,Bunnelby,Normal,none,237,38,36,38,32,36,57,https://img.pokemondb.net/artwork/bunnelby.jpg
0660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,https://img.pokemondb.net/artwork/diggersby.jpg
0661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,https://img.pokemondb.net/artwork/fletchling.jpg
0662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,https://img.pokemondb.net/artwork/fletchinder.jpg
0663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,https://img.pokemondb.net/artwork/talonflame.jpg
0664,Scatterbug,Bug,none,200,38,35,40,27,25,35,https://img.pokemondb.net/artwork/scatterbug.jpg
0665,Spewpa,Bug,none,213,45,22,60,27,30,29,https://img.pokemondb.net/artwork/spewpa.jpg
0666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,https://img.pokemondb.net/artwork/vivillon.jpg
0667,Litleo,Fire,Normal,369,62,50,58,73,54,72,https://img.pokemondb.net/artwork/litleo.jpg
0668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,https://img.pokemondb.net/artwork/pyroar.jpg
0669,Flabébé,Fairy,none,303,44,38,39,61,79,42,
0670,Floette,Fairy,none,371,54,45,47,75,98,52,https://img.pokemondb.net/artwork/floette.jpg
0671,Florges,Fairy,none,552,78,65,68,112,154,75,https://img.pokemondb.net/artwork/florges.jpg
0672,Skiddo,Grass,none,350,66,65,48,62,57,52,https://img.pokemondb.net/artwork/skiddo.jpg
0673,Gogoat,Grass,none,531,123,100,62,97,81,68,https://img.pokemondb.net/artwork/gogoat.jpg
0674,Pancham,Fighting,none,348,67,82,62,46,48,43,https://img.pokemondb.net/artwork/pancham.jpg
0675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,https://img.pokemondb.net/artwork/pangoro.jpg
0676,Furfrou,Normal,none,472,75,80,60,65,90,102,https://img.pokemondb.net/artwork/furfrou.jpg
0677,Espurr,Psychic,none,355,62,48,54,63,60,68,https://img.pokemondb.net/artwork/espurr.jpg
0678,Meowstic,Psychic,none,466,74,48,76,83,81,104,https://img.pokemondb.net/artwork/meowstic-male.jpg
0678,Meowstic,Psychic,none,466,74,48,76,83,81,104,https://img.pokemondb.net/artwork/meowstic-male.jpg
0679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,https://img.pokemondb.net/artwork/honedge.jpg
0680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,https://img.pokemondb.net/artwork/doublade.jpg
0681,Aegislash,Steel,Ghost,500,60,50,140,50,140,60,https://img.pokemondb.net/artwork/aegislash-shield.jpg
0681,Aegislash,Steel,Ghost,500,60,140,50,140,50,60,https://img.pokemondb.net/artwork/aegislash-shield.jpg
0682,Spritzee,Fairy,none,341,78,52,60,63,65,23,https://img.pokemondb.net/artwork/spritzee.jpg
0683,Aromatisse,Fairy,none,462,101,72,72,99,89,29,https://img.pokemondb.net/artwork/aromatisse.jpg
0684,Swirlix,Fairy,none,341,62,48,66,59,57,49,https://img.pokemondb.net/artwork/swirlix.jpg
0685,Slurpuff,Fairy,none,480,82,80,86,85,75,72,https://img.pokemondb.net/artwork/slurpuff.jpg
0686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,https://img.pokemondb.net/artwork/inkay.jpg
0687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,https://img.pokemondb.net/artwork/malamar.jpg
0688,Binacle,Rock,Water,306,42,52,67,39,56,50,https://img.pokemondb.net/artwork/binacle.jpg
0689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,https://img.pokemondb.net/artwork/barbaracle.jpg
0690,Skrelp,Poison,Water,320,50,60,60,60,60,30,https://img.pokemondb.net/artwork/skrelp.jpg
0691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,https://img.pokemondb.net/artwork/dragalge.jpg
0692,Clauncher,Water,none,330,50,53,62,58,63,44,https://img.pokemondb.net/artwork/clauncher.jpg
0693,Clawitzer,Water,none,500,71,73,88,120,89,59,https://img.pokemondb.net/artwork/clawitzer.jpg
0694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,https://img.pokemondb.net/artwork/helioptile.jpg
0695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,https://img.pokemondb.net/artwork/heliolisk.jpg
0696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,https://img.pokemondb.net/artwork/tyrunt.jpg
0697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,https://img.pokemondb.net/artwork/tyrantrum.jpg
0698,Amaura,Rock,Ice,362,77,59,50,67,63,46,https://img.pokemondb.net/artwork/amaura.jpg
0699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,https://img.pokemondb.net/artwork/aurorus.jpg
0700,Sylveon,Fairy,none,525,95,65,65,110,130,60,https://img.pokemondb.net/artwork/sylveon.jpg
0701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,https://img.pokemondb.net/artwork/hawlucha.jpg
0702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,https://img.pokemondb.net/artwork/dedenne.jpg
0703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,https://img.pokemondb.net/artwork/carbink.jpg
0704,Goomy,Dragon,none,300,45,50,35,55,75,40,https://img.pokemondb.net/artwork/goomy.jpg
0705,Sliggoo,Dragon,none,452,68,75,53,83,113,60,https://img.pokemondb.net/artwork/sliggoo.jpg
0705,Sliggoo,Steel,Dragon,452,58,75,83,83,113,40,https://img.pokemondb.net/artwork/sliggoo.jpg
0706,Goodra,Dragon,none,600,90,100,70,110,150,80,https://img.pokemondb.net/artwork/goodra.jpg
0706,Goodra,Steel,Dragon,600,80,100,100,110,150,60,https://img.pokemondb.net/artwork/goodra.jpg
0707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,https://img.pokemondb.net/artwork/klefki.jpg
0708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,https://img.pokemondb.net/artwork/phantump.jpg
0709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,https://img.pokemondb.net/artwork/trevenant.jpg
0710,Pumpkaboo,Ghost,Grass,335,49,66,70,44,55,51,https://img.pokemondb.net/artwork/pumpkaboo.jpg
0710,Pumpkaboo,Ghost,Grass,335,44,66,70,44,55,56,https://img.pokemondb.net/artwork/pumpkaboo.jpg
0710,Pumpkaboo,Ghost,Grass,335,54,66,70,44,55,46,https://img.pokemondb.net/artwork/pumpkaboo.jpg
0710,Pumpkaboo,Ghost,Grass,335,59,66,70,44,55,41,https://img.pokemondb.net/artwork/pumpkaboo.jpg
0711,Gourgeist,Ghost,Grass,494,65,90,122,58,75,84,https://img.pokemondb.net/artwork/gourgeist.jpg
0711,Gourgeist,Ghost,Grass,494,55,85,122,58,75,99,https://img.pokemondb.net/artwork/gourgeist.jpg
0711,Gourgeist,Ghost,Grass,494,75,95,122,58,75,69,https://img.pokemondb.net/artwork/gourgeist.jpg
0711,Gourgeist,Ghost,Grass,494,85,100,122,58,75,54,https://img.pokemondb.net/artwork/gourgeist.jpg
0712,Bergmite,Ice,none,304,55,69,85,32,35,28,https://img.pokemondb.net/artwork/bergmite.jpg
0713,Avalugg,Ice,none,514,95,117,184,44,46,28,https://img.pokemondb.net/artwork/avalugg.jpg
0713,Avalugg,Ice,Rock,514,95,127,184,34,36,38,https://img.pokemondb.net/artwork/avalugg.jpg
0714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,https://img.pokemondb.net/artwork/noibat.jpg
0715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,https://img.pokemondb.net/artwork/noivern.jpg
0716,Xerneas,Fairy,none,680,126,131,95,131,98,99,https://img.pokemondb.net/artwork/xerneas.jpg
0717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,https://img.pokemondb.net/artwork/yveltal.jpg
0718,Zygarde,Dragon,Ground,600,108,100,121,81,95,95,https://img.pokemondb.net/artwork/zygarde-50.jpg
0718,Zygarde,Dragon,Ground,486,54,100,71,61,85,115,https://img.pokemondb.net/artwork/zygarde-50.jpg
0718,Zygarde,Dragon,Ground,708,216,100,121,91,95,85,https://img.pokemondb.net/artwork/zygarde-50.jpg
0719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,https://img.pokemondb.net/artwork/diancie.jpg
0719,Diancie,Rock,Fairy,700,50,160,110,160,110,110,https://img.pokemondb.net/artwork/diancie.jpg
0720,Hoopa,Psychic,Ghost,600,80,110,60,150,130,70,https://img.pokemondb.net/artwork/hoopa-confined.jpg
0720,Hoopa,Psychic,Dark,680,80,160,60,170,130,80,https://img.pokemondb.net/artwork/hoopa-confined.jpg
0721,Volcanion,Fire,Water,600,80,110,120,130,90,70,https://img.pokemondb.net/artwork/volcanion.jpg
0722,Rowlet,Grass,Flying,320,68,55,55,50,50,42,https://img.pokemondb.net/artwork/rowlet.jpg
0723,Dartrix,Grass,Flying,420,78,75,75,70,70,52,https://img.pokemondb.net/artwork/dartrix.jpg
0724,Decidueye,Grass,Ghost,530,78,107,75,100,100,70,https://img.pokemondb.net/artwork/decidueye.jpg
0724,Decidueye,Grass,Fighting,530,88,112,80,95,95,60,https://img.pokemondb.net/artwork/decidueye.jpg
0725,Litten,Fire,none,320,45,65,40,60,40,70,https://img.pokemondb.net/artwork/litten.jpg
0726,Torracat,Fire,none,420,65,85,50,80,50,90,https://img.pokemondb.net/artwork/torracat.jpg
0727,Incineroar,Fire,Dark,530,95,115,90,80,90,60,https://img.pokemondb.net/artwork/incineroar.jpg
0728,Popplio,Water,none,320,50,54,54,66,56,40,https://img.pokemondb.net/artwork/popplio.jpg
0729,Brionne,Water,none,420,60,69,69,91,81,50,https://img.pokemondb.net/artwork/brionne.jpg
0730,Primarina,Water,Fairy,530,80,74,74,126,116,60,https://img.pokemondb.net/artwork/primarina.jpg
0731,Pikipek,Normal,Flying,265,35,75,30,30,30,65,https://img.pokemondb.net/artwork/pikipek.jpg
0732,Trumbeak,Normal,Flying,355,55,85,50,40,50,75,https://img.pokemondb.net/artwork/trumbeak.jpg
0733,Toucannon,Normal,Flying,485,80,120,75,75,75,60,https://img.pokemondb.net/artwork/toucannon.jpg
0734,Yungoos,Normal,none,253,48,70,30,30,30,45,https://img.pokemondb.net/artwork/yungoos.jpg
0735,Gumshoos,Normal,none,418,88,110,60,55,60,45,https://img.pokemondb.net/artwork/gumshoos.jpg
0736,Grubbin,Bug,none,300,47,62,45,55,45,46,https://img.pokemondb.net/artwork/grubbin.jpg
0737,Charjabug,Bug,Electric,400,57,82,95,55,75,36,https://img.pokemondb.net/artwork/charjabug.jpg
0738,Vikavolt,Bug,Electric,500,77,70,90,145,75,43,https://img.pokemondb.net/artwork/vikavolt.jpg
0739,Crabrawler,Fighting,none,338,47,82,57,42,47,63,https://img.pokemondb.net/artwork/crabrawler.jpg
0740,Crabominable,Fighting,Ice,478,97,132,77,62,67,43,https://img.pokemondb.net/artwork/crabominable.jpg
0741,Oricorio,Fire,Flying,476,75,70,70,98,70,93,https://img.pokemondb.net/artwork/oricorio-baile.jpg
0741,Oricorio,Electric,Flying,476,75,70,70,98,70,93,https://img.pokemondb.net/artwork/oricorio-baile.jpg
0741,Oricorio,Psychic,Flying,476,75,70,70,98,70,93,https://img.pokemondb.net/artwork/oricorio-baile.jpg
0741,Oricorio,Ghost,Flying,476,75,70,70,98,70,93,https://img.pokemondb.net/artwork/oricorio-baile.jpg
0742,Cutiefly,Bug,Fairy,304,40,45,40,55,40,84,https://img.pokemondb.net/artwork/cutiefly.jpg
0743,Ribombee,Bug,Fairy,464,60,55,60,95,70,124,https://img.pokemondb.net/artwork/ribombee.jpg
0744,Rockruff,Rock,none,280,45,65,40,30,40,60,https://img.pokemondb.net/artwork/rockruff.jpg
0744,Rockruff,Rock,none,280,45,65,40,30,40,60,https://img.pokemondb.net/artwork/rockruff.jpg
0745,Lycanroc,Rock,none,487,75,115,65,55,65,112,https://img.pokemondb.net/artwork/lycanroc-midday.jpg
0745,Lycanroc,Rock,none,487,85,115,75,55,75,82,https://img.pokemondb.net/artwork/lycanroc-midday.jpg
0745,Lycanroc,Rock,none,487,75,117,65,55,65,110,https://img.pokemondb.net/artwork/lycanroc-midday.jpg
0746,Wishiwashi,Water,none,175,45,20,20,25,25,40,https://img.pokemondb.net/artwork/wishiwashi-solo.jpg
0746,Wishiwashi,Water,none,620,45,140,130,140,135,30,https://img.pokemondb.net/artwork/wishiwashi-solo.jpg
0747,Mareanie,Poison,Water,305,50,53,62,43,52,45,https://img.pokemondb.net/artwork/mareanie.jpg
0748,Toxapex,Poison,Water,495,50,63,152,53,142,35,https://img.pokemondb.net/artwork/toxapex.jpg
0749,Mudbray,Ground,none,385,70,100,70,45,55,45,https://img.pokemondb.net/artwork/mudbray.jpg
0750,Mudsdale,Ground,none,500,100,125,100,55,85,35,https://img.pokemondb.net/artwork/mudsdale.jpg
0751,Dewpider,Water,Bug,269,38,40,52,40,72,27,https://img.pokemondb.net/artwork/dewpider.jpg
0752,Araquanid,Water,Bug,454,68,70,92,50,132,42,https://img.pokemondb.net/artwork/araquanid.jpg
0753,Fomantis,Grass,none,250,40,55,35,50,35,35,https://img.pokemondb.net/artwork/fomantis.jpg
0754,Lurantis,Grass,none,480,70,105,90,80,90,45,https://img.pokemondb.net/artwork/lurantis.jpg
0755,Morelull,Grass,Fairy,285,40,35,55,65,75,15,https://img.pokemondb.net/artwork/morelull.jpg
0756,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,https://img.pokemondb.net/artwork/shiinotic.jpg
0757,Salandit,Poison,Fire,320,48,44,40,71,40,77,https://img.pokemondb.net/artwork/salandit.jpg
0758,Salazzle,Poison,Fire,480,68,64,60,111,60,117,https://img.pokemondb.net/artwork/salazzle.jpg
0759,Stufful,Normal,Fighting,340,70,75,50,45,50,50,https://img.pokemondb.net/artwork/stufful.jpg
0760,Bewear,Normal,Fighting,500,120,125,80,55,60,60,https://img.pokemondb.net/artwork/bewear.jpg
0761,Bounsweet,Grass,none,210,42,30,38,30,38,32,https://img.pokemondb.net/artwork/bounsweet.jpg
0762,Steenee,Grass,none,290,52,40,48,40,48,62,https://img.pokemondb.net/artwork/steenee.jpg
0763,Tsareena,Grass,none,510,72,120,98,50,98,72,https://img.pokemondb.net/artwork/tsareena.jpg
0764,Comfey,Fairy,none,485,51,52,90,82,110,100,https://img.pokemondb.net/artwork/comfey.jpg
0765,Oranguru,Normal,Psychic,490,90,60,80,90,110,60,https://img.pokemondb.net/artwork/oranguru.jpg
0766,Passimian,Fighting,none,490,100,120,90,40,60,80,https://img.pokemondb.net/artwork/passimian.jpg
0767,Wimpod,Bug,Water,230,25,35,40,20,30,80,https://img.pokemondb.net/artwork/wimpod.jpg
0768,Golisopod,Bug,Water,530,75,125,140,60,90,40,https://img.pokemondb.net/artwork/golisopod.jpg
0769,Sandygast,Ghost,Ground,320,55,55,80,70,45,15,https://img.pokemondb.net/artwork/sandygast.jpg
0770,Palossand,Ghost,Ground,480,85,75,110,100,75,35,https://img.pokemondb.net/artwork/palossand.jpg
0771,Pyukumuku,Water,none,410,55,60,130,30,130,5,https://img.pokemondb.net/artwork/pyukumuku.jpg
0772,Type: Null,Normal,none,534,95,95,95,95,95,59,
0773,Silvally,Normal,none,570,95,95,95,95,95,95,https://img.pokemondb.net/artwork/silvally.jpg
0774,Minior,Rock,Flying,440,60,60,100,60,100,60,https://img.pokemondb.net/artwork/minior-meteor.jpg
0774,Minior,Rock,Flying,500,60,100,60,100,60,120,https://img.pokemondb.net/artwork/minior-meteor.jpg
0775,Komala,Normal,none,480,65,115,65,75,95,65,https://img.pokemondb.net/artwork/komala.jpg
0776,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,https://img.pokemondb.net/artwork/turtonator.jpg
0777,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,https://img.pokemondb.net/artwork/togedemaru.jpg
0778,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,https://img.pokemondb.net/artwork/mimikyu.jpg
0779,Bruxish,Water,Psychic,475,68,105,70,70,70,92,https://img.pokemondb.net/artwork/bruxish.jpg
0780,Drampa,Normal,Dragon,485,78,60,85,135,91,36,https://img.pokemondb.net/artwork/drampa.jpg
0781,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,https://img.pokemondb.net/artwork/dhelmise.jpg
0782,Jangmo-o,Dragon,none,300,45,55,65,45,45,45,https://img.pokemondb.net/artwork/jangmo-o.jpg
0783,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65,https://img.pokemondb.net/artwork/hakamo-o.jpg
0784,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,https://img.pokemondb.net/artwork/kommo-o.jpg
0785,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130,
0786,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,
0787,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75,
0788,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,
0789,Cosmog,Psychic,none,200,43,29,31,29,31,37,https://img.pokemondb.net/artwork/cosmog.jpg
0790,Cosmoem,Psychic,none,400,43,29,131,29,131,37,https://img.pokemondb.net/artwork/cosmoem.jpg
0791,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,https://img.pokemondb.net/artwork/solgaleo.jpg
0792,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,https://img.pokemondb.net/artwork/lunala.jpg
0793,Nihilego,Rock,Poison,570,109,53,47,127,131,103,https://img.pokemondb.net/artwork/nihilego.jpg
0794,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,https://img.pokemondb.net/artwork/buzzwole.jpg
0795,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,https://img.pokemondb.net/artwork/pheromosa.jpg
0796,Xurkitree,Electric,none,570,83,89,71,173,71,83,https://img.pokemondb.net/artwork/xurkitree.jpg
0797,Celesteela,Steel,Flying,570,97,101,103,107,101,61,https://img.pokemondb.net/artwork/celesteela.jpg
0798,Kartana,Grass,Steel,570,59,181,131,59,31,109,https://img.pokemondb.net/artwork/kartana.jpg
0799,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,https://img.pokemondb.net/artwork/guzzlord.jpg
0800,Necrozma,Psychic,none,600,97,107,101,127,89,79,https://img.pokemondb.net/artwork/necrozma.jpg
0800,Necrozma,Psychic,Steel,680,97,157,127,113,109,77,https://img.pokemondb.net/artwork/necrozma.jpg
0800,Necrozma,Psychic,Ghost,680,97,113,109,157,127,77,https://img.pokemondb.net/artwork/necrozma.jpg
0800,Necrozma,Psychic,Dragon,754,97,167,97,167,97,129,https://img.pokemondb.net/artwork/necrozma.jpg
0801,Magearna,Steel,Fairy,600,80,95,115,130,115,65,https://img.pokemondb.net/artwork/magearna.jpg
0802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,https://img.pokemondb.net/artwork/marshadow.jpg
0803,Poipole,Poison,none,420,67,73,67,73,67,73,https://img.pokemondb.net/artwork/poipole.jpg
0804,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,https://img.pokemondb.net/artwork/naganadel.jpg
0805,Stakataka,Rock,Steel,570,61,131,211,53,101,13,https://img.pokemondb.net/artwork/stakataka.jpg
0806,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,https://img.pokemondb.net/artwork/blacephalon.jpg
0807,Zeraora,Electric,none,600,88,112,75,102,80,143,https://img.pokemondb.net/artwork/zeraora.jpg
0808,Meltan,Steel,none,300,46,65,65,55,35,34,https://img.pokemondb.net/artwork/meltan.jpg
0809,Melmetal,Steel,none,600,135,143,143,80,65,34,https://img.pokemondb.net/artwork/melmetal.jpg
0810,Grookey,Grass,none,310,50,65,50,40,40,65,https://img.pokemondb.net/artwork/grookey.jpg
0811,Thwackey,Grass,none,420,70,85,70,55,60,80,https://img.pokemondb.net/artwork/thwackey.jpg
0812,Rillaboom,Grass,none,530,100,125,90,60,70,85,https://img.pokemondb.net/artwork/rillaboom.jpg
0813,Scorbunny,Fire,none,310,50,71,40,40,40,69,https://img.pokemondb.net/artwork/scorbunny.jpg
0814,Raboot,Fire,none,420,65,86,60,55,60,94,https://img.pokemondb.net/artwork/raboot.jpg
0815,Cinderace,Fire,none,530,80,116,75,65,75,119,https://img.pokemondb.net/artwork/cinderace.jpg
0816,Sobble,Water,none,310,50,40,40,70,40,70,https://img.pokemondb.net/artwork/sobble.jpg
0817,Drizzile,Water,none,420,65,60,55,95,55,90,https://img.pokemondb.net/artwork/drizzile.jpg
0818,Inteleon,Water,none,530,70,85,65,125,65,120,https://img.pokemondb.net/artwork/inteleon.jpg
0819,Skwovet,Normal,none,275,70,55,55,35,35,25,https://img.pokemondb.net/artwork/skwovet.jpg
0820,Greedent,Normal,none,460,120,95,95,55,75,20,https://img.pokemondb.net/artwork/greedent.jpg
0821,Rookidee,Flying,none,245,38,47,35,33,35,57,https://img.pokemondb.net/artwork/rookidee.jpg
0822,Corvisquire,Flying,none,365,68,67,55,43,55,77,https://img.pokemondb.net/artwork/corvisquire.jpg
0823,Corviknight,Flying,Steel,495,98,87,105,53,85,67,https://img.pokemondb.net/artwork/corviknight.jpg
0824,Blipbug,Bug,none,180,25,20,20,25,45,45,https://img.pokemondb.net/artwork/blipbug.jpg
0825,Dottler,Bug,Psychic,335,50,35,80,50,90,30,https://img.pokemondb.net/artwork/dottler.jpg
0826,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,https://img.pokemondb.net/artwork/orbeetle.jpg
0827,Nickit,Dark,none,245,40,28,28,47,52,50,https://img.pokemondb.net/artwork/nickit.jpg
0828,Thievul,Dark,none,455,70,58,58,87,92,90,https://img.pokemondb.net/artwork/thievul.jpg
0829,Gossifleur,Grass,none,250,40,40,60,40,60,10,https://img.pokemondb.net/artwork/gossifleur.jpg
0830,Eldegoss,Grass,none,460,60,50,90,80,120,60,https://img.pokemondb.net/artwork/eldegoss.jpg
0831,Wooloo,Normal,none,270,42,40,55,40,45,48,https://img.pokemondb.net/artwork/wooloo.jpg
0832,Dubwool,Normal,none,490,72,80,100,60,90,88,https://img.pokemondb.net/artwork/dubwool.jpg
0833,Chewtle,Water,none,284,50,64,50,38,38,44,https://img.pokemondb.net/artwork/chewtle.jpg
0834,Drednaw,Water,Rock,485,90,115,90,48,68,74,https://img.pokemondb.net/artwork/drednaw.jpg
0835,Yamper,Electric,none,270,59,45,50,40,50,26,https://img.pokemondb.net/artwork/yamper.jpg
0836,Boltund,Electric,none,490,69,90,60,90,60,121,https://img.pokemondb.net/artwork/boltund.jpg
0837,Rolycoly,Rock,none,240,30,40,50,40,50,30,https://img.pokemondb.net/artwork/rolycoly.jpg
0838,Carkol,Rock,Fire,410,80,60,90,60,70,50,https://img.pokemondb.net/artwork/carkol.jpg
0839,Coalossal,Rock,Fire,510,110,80,120,80,90,30,https://img.pokemondb.net/artwork/coalossal.jpg
0840,Applin,Grass,Dragon,260,40,40,80,40,40,20,https://img.pokemondb.net/artwork/applin.jpg
0841,Flapple,Grass,Dragon,485,70,110,80,95,60,70,https://img.pokemondb.net/artwork/flapple.jpg
0842,Appletun,Grass,Dragon,485,110,85,80,100,80,30,https://img.pokemondb.net/artwork/appletun.jpg
0843,Silicobra,Ground,none,315,52,57,75,35,50,46,https://img.pokemondb.net/artwork/silicobra.jpg
0844,Sandaconda,Ground,none,510,72,107,125,65,70,71,https://img.pokemondb.net/artwork/sandaconda.jpg
0845,Cramorant,Flying,Water,475,70,85,55,85,95,85,https://img.pokemondb.net/artwork/cramorant.jpg
0846,Arrokuda,Water,none,280,41,63,40,40,30,66,https://img.pokemondb.net/artwork/arrokuda.jpg
0847,Barraskewda,Water,none,490,61,123,60,60,50,136,https://img.pokemondb.net/artwork/barraskewda.jpg
0848,Toxel,Electric,Poison,242,40,38,35,54,35,40,https://img.pokemondb.net/artwork/toxel.jpg
0849,Toxtricity,Electric,Poison,502,75,98,70,114,70,75,https://img.pokemondb.net/artwork/toxtricity-amped.jpg
0849,Toxtricity,Electric,Poison,502,75,98,70,114,70,75,https://img.pokemondb.net/artwork/toxtricity-amped.jpg
0850,Sizzlipede,Fire,Bug,305,50,65,45,50,50,45,https://img.pokemondb.net/artwork/sizzlipede.jpg
0851,Centiskorch,Fire,Bug,525,100,115,65,90,90,65,https://img.pokemondb.net/artwork/centiskorch.jpg
0852,Clobbopus,Fighting,none,310,50,68,60,50,50,32,https://img.pokemondb.net/artwork/clobbopus.jpg
0853,Grapploct,Fighting,none,480,80,118,90,70,80,42,https://img.pokemondb.net/artwork/grapploct.jpg
0854,Sinistea,Ghost,none,308,40,45,45,74,54,50,https://img.pokemondb.net/artwork/sinistea.jpg
0855,Polteageist,Ghost,none,508,60,65,65,134,114,70,https://img.pokemondb.net/artwork/polteageist.jpg
0856,Hatenna,Psychic,none,265,42,30,45,56,53,39,https://img.pokemondb.net/artwork/hatenna.jpg
